A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A2,A3,A4,A41,B1,B11A,B11B1,B11B2,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,B10,B11,C1,C2,C21,C22A,C22B,C22C,C3,C4,C41A,C41B2,C41B3,C41B4,C41B5,C41B6,C41B7,C41B8,C42,D1,D1O,D2,D2O,D3,D3O,E11,E12,E13,E2,E221,E222,E223,E3,E4,E5,F1,F2,F3,F4,F6,F6O,F7A,F7B,F8,F81,F9,yy,cc,wi,F9_area,F5,city,cityarea
1, , , , , , , , , , , , ,1,8,1,3,2,0,42000,0,1,0,1,8,8,6,0,1,8,1,5,8,0,6,3,2,1,1,0, , , ,8,2,9,9,9,9,9,9,9,9,5,7,0,1,0,1,0,2,1,3,2,9,0,0,1,1,1,1,1,6,2,3,0,2,0,2, ,5,1991,124,1.13,3,12,5,3
1, , , , , , , , , , , , ,1,6,1,0,2,0,42000,0,2,0,2,5,3,2,0,1,5,3,3,4,0,1,4,1,3,1,0, , , ,1,2,9,9,9,9,9,9,9,9,1,4,0,1,0,1,0,1,2,4,1,0,0,0,2,2,2,1,1,6,5,5,0,1,0,1,7,5,1993,82,1.13,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,5,1,314,3988,0,3,0,1,2,9,9,0,6,2,1,7,11,0,6,6,6, , , , , , , , , , , , , , , , , ,9,0,1,0,8,9000,6,1,2,1,0,0,0,2,2,2,1,1,4,5,5,0,3,2,1,1,5,2010,599,0.14,3,14,5,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,42000,0,5,0,1,8,6,5,0,3,8,3,4,5,0,6,5,2, , , , , , , , , , , , , , , , , ,5,0,1,0,5,0,2,4,1,2,9,1,3,1,1,1,2,1,4,4,4,0,3,2,2, ,5,1996,124,1.13,3,14,5,3
1, , , , , , , , , , , , ,1,2,2, ,2,0,42000,0,1,0,1,4,2,2,0,5,4,1,2,2,0,6,0,1, , , , , , , , , , , , , , , , , ,2,0,2,0,2,0,3,2,1,2,9,7,6,1,1,1,1,2,7,5,0,0,3,4,1,1,5,1997,82,1.13,3,23,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,501,11339,5,2,0,1,8,4,2,0,3,6,5,2,4,0,5,4,1, , , , , , , , , , , , , , , , , ,7,0,8,0,4,0,2,5,3,1,0,0,0,2,1,2,2,1,6,5,7,0,2,3,1,1,5,1995,82,1.13,3,14,5,3
1, , , , , , , , , , , , ,1,4,1,3,1,317,78123,5,1,0,1,8,4,5,0,6,8,2,4,6,0,6,4,2, , , , , , , , , , , , , , , , , ,2,0,1,0,2,0,1,2,5,1,0,0,0,3,3,3,1,1,8,6,9,8,1,2,1,1,5,1998,124,1.13,3,23,5,3
1, , , , , , , , , , , , ,1,5,2, ,2,0,42000,0,0,0,0,0,0,3,0,0,0,0,2,5,0,6,3,2,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,5,0,3,0,4,0,1,4,3,2,1,2,9,1,1,1,1,1,9,3,0,0,3,0,2, ,5,1998,124,1.13,3,23,5,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,50000,0,1,0,1,6,3,8,0,1,6,1,4,10,0,6,4,2,3,2,0,5,3,5,5,2,9,9,9,9,9,9,9,9,3,7,0,1,0,7,0,1,2,3,1,0,0,0,1,1,1,1,2,4,3,4,0,2,2,1,4,5,2006,101,0.99,3,12,5,3
1, , , , , , , , , , , , ,1,0,1,3,2,0,42000,0,2,0,1,6,4,8,0,1,6,1,4,10,0,6,0,2,1,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,9,0,1,0,5,0,2,1,3,2,9,0,0,3,3,3,1,1,6,3,5,0,2,2,1,1,5,1997,125,1.13,3,12,5,3
1, , , , , , , , , , , , ,1,0,1,0,1,319,21030,5,3,0,1,1,4,4,0,5,1,2,3,6,0,6,6,1, , , , , , , , , , , , , , , , , ,1,0,1,0,7,0,6,2,5,1,0,0,0,1,1,1,1,1,4,5,7,0,4,3,1,1,5,1999,101,1.13,3,12,5,3
1, , , , , , , , , , , , ,1,2,1,3,1,320,26582,0,3,0,1,4,3,6,0,1,1,1,4,8,0,6,5,2,2,1,0, , , ,2,2,9,9,9,9,9,9,9,9,2,4,0,1,0,4,0,1,4,2,1,0,0,0,2,1,2,1,2,6,3,4,0,2,2,1,1,5,2001,49,1.12,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,401,8000,5,3,0,1,8,2,3,0,1,8,2,3,5,0,1,3,1,3,1,3, , , ,8,2,9,9,9,9,9,9,9,9,5,4,0,1,0,7,0,1,4,5,1,0,0,0,1,1,1,1,1,4,5,4,0,2,2,1,1,6,1993,49,1.12,3,12,5,3
1, , , , , , , , , , , , ,1,1,1,3,2,0,12000,0,5,0,2,3,2,1,0,4,3,2,1,2,0,6,4,2, , , , , , , , , , , , , , , , , ,1,0,1,0,4,0,2,1,4,1,0,0,0,1,1,1,1,2,4,4,2,0,2,2,1,1,5,2002,49,1.12,3,15,5,3
1, , , , , , , , , , , , ,1,8,1,2,1,321,17255,5,4,0,1,4,2,7,0,5,3,2,2,5,0,6,5,2, , , , , , , , , , , , , , , , , ,1,0,1,0,3,0,2,3,1,2,8,6,1,1,1,1,1,2,9,2,3,0,1,1,1,4,5,2004,50,1.12,3,23,5,3
1, , , , , , , , , , , , ,1,3,1,1,1,507,74904,0,2,0,1,7,4,4,0,1,7,3,4,5,0,1,5,4,2,2,0,4,2,2,1,2,9,9,9,9,9,9,9,9,1,5,0,6,0,5,0,4,2,1,1,0,0,0,2,2,2,2,1,5,4,5,0,1,2,1,4,2,1997,49,1.12,1,12,5,3
1, , , , , , , , , , , , ,1,2,2, ,2,0,80000,0,2,0,1,2,1,2,0,5,2,1,2,3,0,1,0,2, , , , , , , , , , , , , , , , , ,2,0,1,0,3,0,1,2,5,1,0,0,0,1,1,1,1,1,4,6,5,0,2,3,1,1,5,1997,49,1.12,3,14,5,3
1, , , , , , , , , , , , ,1,1,1,3,2,0,80000,0,1,0,1,8,2,5,0,1,8,2,3,7,0,5,4,1,2,1,0, , , ,5,2,9,9,9,9,9,9,9,9,4,7,0,1,0,2,0,2,1,5,1,0,0,0,3,1,1,1,2,6,3,4,0,3,2,1,1,5,1998,49,1.12,3,0,5,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,80000,0,2,0,2,7,3,2,0,5,7,0,4,4,0,6,3,2, , , , , , , , , , , , , , , , , ,4,0,1,0,5,0,0, , ,1,0,0,0,1,1,1,2,2,7,1,2,0,1,1,2, ,5,1995,49,1.12,3,22,5,3
1, , , , , , , , , , , , ,1,0,1,3,1,318,72933,3,2,0,1,8,6,0,0,0,8,5,4,0,0,6,0,6,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,4,0,1,0,4,0,0, , ,2,4,5,9,1,3,3,1,2,5,2,1,0,4,0,1,3,5,1993,49,1.12,3,22,5,3
2,1.00,1.00,4.00, , , , , , , , ,1.00,1,0, , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1,1,7,3,1,0,2,0,2, ,5,1993,49,1.12,3,11,5,3
1, , , , , , , , , , , , ,1,3,1,2,2,0,80000,0,3,0,1,7,2,1,0,5,4,3,2,1,0,5,5,6, , , , , , , , , , , , , , , , , ,4,0,1,0,1,0,1,4,5,2,9,3,8,1,1,1,1,2,7,3,1,0,1,0,2, ,5,1991,49,1.12,3,22,5,3
1, , , , , , , , , , , , ,1,8,1,1,2,0,80000,0,3,0,1,8,4,2,0,1,8,1,4,3,0,4,6,3,2,1,1, , , ,4,2,9,9,9,9,9,9,9,9,3,4,0,1,0,4,0,1,2,3,2,1,5,8,1,1,1,1,1,5,6,5,0,1,1,2, ,5,1993,49,1.12,3,14,5,3
1, , , , , , , , , , , , ,1,5,2, ,1,313,50381,2,4,0,2,4,5,6,0,5,4,3,4,6,0,3,3,3, , , , , , , , , , , , , , , , , ,3,0,1,0,3,0,1,2,5,2,1,9,4,1,1,2,1,2,9,2,0,0,1,3,1,1,5,1995,49,1.12,3,22,5,3
1, , , , , , , , , , , , ,1,1,1,2,1,320,7145,6,1,0,1,7,2,5,0,1,7,4,3,2,0,3,3,2,2,1,2, , , ,5,2,9,9,9,9,9,9,9,9,0,5,0,1,0,3,0,2,5,1,1,0,0,0,2,2,2,1,2,4,5,4,0,1,0,2, ,5,1998,49,1.12,3,14,5,3
1, , , , , , , , , , , , ,1,8,1,0,2,0,80000,0,2,0,1,8,2,2,0,0,8,3,3,4,0,5,5,4,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,5,0,1,0,5,0,2,4,5,1,0,0,0,3,3,3,1,2,7,4,3,0,1,0,1,2,5,1998,49,1.12,3,22,5,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,42000,0,4,0,2,6,2,4,0,1,6,2,3,6,0,5,4,2,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,5,4,0,1,0,3,0,2,1,3,1,0,0,0,1,1,3,1,1,5,4,4,0,2,0,1,1,5,2003,82,1.13,3,14,5,3
1, , , , , , , , , , , , ,1,3,1,3,1,421,82176,3,2,0,1,6,3,5,0,5,6,2,3,6,0,3,3,3, , , , , , , , , , , , , , , , , ,5,0,1,0,4,0,1,4,3,1,0,0,0,2,1,1,1,1,7,4,3,0,3,2,1,1,5,1998,124,1.13,3,23,5,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,42000,0,4,0,1,8,2,4,0,1,8,2,2,5,0,6,3,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,9,0,1,0,3,0,2,1,5,1,0,0,0,1,1,2,1,1,4,3,5,0,3,2,1,7,5,1999,101,1.13,3,14,5,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,80000,0,3,0,1,7,2,2,0,1,7,2,3,4,0,3,4,2,3,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,4,0,2,0,4,0,4,1,2,2,9,2,7,3,1,3,1,2,5,2,4,0,3,0,1,6,6,1999,49,1.12,3,14,5,3
1, , , , , , , , , , , , ,1,1,1,3,2,0,80000,0,1,0,1,7,5,6,0,1,7,3,3,6,0,6,2,5,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,5,0,1,0,3,0,1,2,5,1,0,0,0,1,1,1,1,1,6,6,9,8,2,2,1,1,5,1999,49,1.12,3,15,5,3
1, , , , , , , , , , , , ,1,1,1,3,2,0,80000,0,2,0,1,7,2,1,0,1,6,1,3,2,0,3,4,1,2,1,0, , , ,3,2,9,9,9,9,9,9,9,9,4,4,0,1,0,1,0,1,4,5,1,0,0,0,3,3,3,1,2,6,3,3,0,3,0,2, ,5,1999,49,1.12,3,12,5,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,12000,0,5,0,2,6,4,7,0,1,6,2,4,9,0,6,5,2,2,1,1, , , ,0,2,9,9,9,9,9,9,9,9,0,10,0,1,0,5,0,5,1,2,1,0,0,0,2,1,2,1,2,5,5,4,0,3,2,1,1,5,2000,49,1.12,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,2,2,0,80000,0,3,0,2,8,1,3,0,5,8,3,1,2,0,6,6,1, , , , , , , , , , , , , , , , , ,3,0,1,0,2,0,1,2,4,1,0,0,0,1,1,1,1,1,6,3,2,0,2,2,1,1,5,1999,49,1.12,3,12,5,3
1, , , , , , , , , , , , ,1,3,1,3,2,0,12000,0,4,0,1,7,9,9,0,1,6,5,9,5,0,6,4,1,2,1,3, , , ,1,2,9,9,9,9,9,9,9,9,7,12,400,1,0,5,0,2,1,5,1,0,0,0,1,1,1,1,1,6,4,4,0,2,2,1,5,5,2000,49,1.12,3,14,5,3
1, , , , , , , , , , , , ,1,1,1,3,1,420,42222,8,4,0,1,6,4,7,0,1,6,2,4,9,0,6,2,5,1,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,7,0,1,0,2,0,1,5,2,1,0,0,0,2,2,1,1,2,5,4,5,0,4,1,1,4,5,2000,49,1.12,3,13,5,3
1, , , , , , , , , , , , ,1,0,1,0,1,320,52572,4,3,0,1,8,2,2,0,1,6,1,2,1,0,6,4,3,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,4,0,1,0,1,0,1,2,5,1,0,0,0,3,2,3,1,2,5,5,4,0,3,1,2, ,6,2000,49,1.12,3,0,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,427,19471,0,5,0,1,7,6,7,0,1,6,2,4,9,0,6,3,2,1,1,1, , , ,8,1,3,0,1,0,0,0,0,0,0,7,0,3,0,6,0,2,1,0,2,3,2,8,1,1,1,1,1,3,5,5,0,2,2,1,3,3,2012,124,0.98,1,14,5,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,5000,0,4,0,2,7,4,7,0,1,5,1,4,9,0,6,3,2,0,1,1, , , ,6,2,9,9,9,9,9,9,9,9,2,6,0,1,0,5,0,1,2,4,2,9,5,8,3,1,2,0,0,0,0,0,0,0,0,2, ,5,2014,113,0.98,3,0,5,3
1, , , , , , , , , , , , ,1,6,1,3,1,402,5000,0,3,0,1,6,3,5,0,1,6,2,4,7,0,6,3,4,2,1,1, , , ,6,2,9,9,9,9,9,9,9,9,1,5,0,1,0,5,0,1,2,0,2,9,8,0,1,2,1,1,2,3,5,5,0,3,2,1,1,5,2007,101,0.99,3,14,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,319,6941,5,2,0,1,6,5,6,0,1,6,1,5,8,0,5,3,3,2,1,2, , , ,8,2,9,9,9,9,9,9,9,9,1,2,0,1,0,3,0,1,2,4,2,9,0,0,3,1,1,1,2,3,5,5,0,4,2,2, ,5,2011,101,1.02,3,14,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,313,17751,0,5,0,1,6,3,5,0,1,6,3,3,5,0,6,3,2,2,1,1, , , ,2,2,9,9,9,9,9,9,9,9,1,9,0,1,0,6,0,2,3,4,1,0,0,0,1,1,1,1,1,3,5,9,10,2,2,1,1,5,2011,149,1.02,3,14,5,3
1, , , , , , , , , , , , ,1,5,1,2,1,418,14333,5,4,0,2,6,2,3,0,4,6,3,1,2,0,6,3,1, , , , , , , , , , , , , , , , , ,5,0,1,0,2,0,5,2,4,2,1,2,9,1,1,1,1,2,4,5,2,0,1,1,2, ,5,2009,101,1.02,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,2,1,316,44165,2,2,0,1,7,5,7,0,1,6,1,4,9,0,6,6,3,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,5,5,0,1,0,3,0,1,2,4,1,0,0,0,1,1,2,1,1,5,5,7,0,1,2,1,1,5,2008,101,0.99,3,15,5,3
1, , , , , , , , , , , , ,1,7,1,3,2,0,29000,0,0,0,2,7,2,2,0,1,7,2,2,3,0,5,2,1,1,1,1, , , ,5,2,9,9,9,9,9,9,9,9,4,9,0,8,0,2,0,1,0, ,2,2,5,6,3,2,2,1,2,6,2,3,0,1,0,1,0,5,2008,101,0.99,3,0,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,417,573,6,4,0,2,6,1,2,0,5,6,2,2,3,0,5,3,2, , , , , , , , , , , , , , , , , ,3,0,1,0,1,0,1,5,0,2,9,1,0,1,1,2,1,2,5,5,8,0,1,2,2, ,5,2014,124,0.98,3,15,5,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,17500,0,2,0,1,7,3,4,0,1,6,1,2,5,0,6,3,1,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,6,0,1,0,3,0,2,4,3,1,0,0,0,1,2,2,1,2,4,6,7,0,0,1,2, ,5,2011,111,1.02,3,15,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,319,90664,1,2,0,1,8,5,5,0,1,6,1,5,7,0,5,5,1,1,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,10,0,1,0,5,0,1,2,5,1,0,0,0,3,2,2,1,1,6,1,3,0,3,0,2, ,5,2007,124,0.99,3,12,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,420,20730,0,5,0,1,8,4,7,0,1,6,1,3,9,0,6,6,3,1,1,1, , , ,8,2,9,9,9,9,9,9,9,9,1,5,0,3,0,6,0,2,3,1,2,9,2,3,2,2,2,1,2,3,5,5,0,3,0,2, ,5,2011,111,1.02,3,15,5,3
1, , , , , , , , , , , , ,1,4,1,3,2,0,17500,0,2,0,3,8,9,3,0,1,8,3,2,2,0,1,2,3,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,4,9,0,1,0,5,0,4,1,5,2,9,6,4,3,1,3,1,1,4,5,5,0,1,2,1,1,5,2011,113,1.02,3,14,5,3
1, , , , , , , , , , , , ,1,6,2, ,2,0,50000,0,2,0,1,5,1,3,0,1,5,1,1,5,0,6,3,1,3,1,1, , , ,8,1,3,1,0,0,0,0,0,1,0,4,0,1,0,1,0,0, , ,1,0,0,0,3,3,3,1,2,3,6,0,0,1,0,1,4,1,2006,101,0.99,1,12,5,3
1, , , , , , , , , , , , ,1,6,1,3,1,317,19938,7,5,0,1,8,8,5,0,3,8,2,4,5,0,5,3,2, , , , , , , , , , , , , , , , , ,9,0,1,0,2,0,2,1,0,2,5,8,4,2,2,1,1,1,3,6,4,0,1,1,2, ,5,2008,101,0.99,3,13,5,3
1, , , , , , , , , , , , ,1,8,1,1,1,525,1152,0,1,0,1,6,2,2,0,1,6,2,2,4,0,2,3,2,5,1,1, , , ,2,2,9,9,9,9,9,9,9,9,1,4,0,5,0,1,0,0, , ,2,1,2,5,3,3,3,1,1,4,4,3,0,3,4,2, ,5,2013,155,0.98,3,24,5,3
1, , , , , , , , , , , , ,1,1,2, ,1,100,5174,0,0,0,1,6,2,4,0,1,6,2,3,6,0,6,2,2,6,1,0, , , ,5,2,9,9,9,9,9,9,9,9,4,0,0,1,0,3,0,1,5,2,1,0,0,0,2,1,1,1,2,5,3,5,0,2,2,1,1,5,2008,199,0.99,3,0,5,3
1, , , , , , , , , , , , ,1,5,1,4,1,313,12854,0,4,0,1,6,3,7,0,1,6,1,4,9,0,6,2,2,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,2,3,0,0,0,0,0,3,2,1,1,0,0,0,1,1,1,1,1,4,5,4,0,1,0,1,1,5,2011,175,1.02,3,12,5,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,22500,0,5,0,1,8,4,7,0,1,8,5,3,0,0,4,3,2,2,1,0, , , ,6,1,3,1,1,1,1,1,1,0,0,5,0,1,0,2,0,1,2,3,1,0,0,0,3,3,3,1,1,6,2,4,0,2,0,1,2,5,2010,111,1.02,3,14,5,3
1, , , , , , , , , , , , ,1,3,1,3,2,0,17500,0,1,0,2,8,3,2,0,1,8,3,4,2,0,2,3,2,2,2,0,5,5,6,8,1,3,0,0,0,0,0,0,0,0,5,0,2,0,1,0,1,5,4,1,0,0,0,1,1,2,1,2,5,3,5,0,2,2,1,1,5,2011,101,1.02,3,12,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,520,10861,9,2,0,1,3,1,1,0,4,3,2,1,1,0,5,2,1, , , , , , , , , , , , , , , , , ,5,0,1,0,3,0,3,2,6,1,0,0,0,3,1,3,1,2,6,1,3,0,4,2,2, ,5,2008,124,0.99,3,22,5,3
1, , , , , , , , , , , , ,1,2,1,3,2,0,18000,0,2,0,1,7,2,5,0,1,4,3,2,7,0,5,2,1,2,1,2, , , ,3,1,3,0,0,0,0,1,0,0,0,4,0,1,0,1,0,5,0, ,2,5,0,0,1,2,2,1,1,6,2,3,0,1,0,1,7,5,2009,125,1.02,3,14,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,316,25439,4,0,0,1,7,3,2,0,1,7,2,3,4,0,6,4,1,2,1,0, , , ,8,2,9,9,9,9,9,9,9,9,4,5,0,1,0,0,0,1,2,5,2,9,2,1,3,3,3,1,1,4,4,3,0,3,2,2, ,5,2009,101,1.02,3,12,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,316,7261,6,2,0,2,8,6,8,0,4,8,4,5,5,0,6,3,4, , , , , , , , , , , , , , , , , ,5,0,6,0,2,0,1,4,2,2,4,8,9,3,2,3,1,2,6,1,2,0,2,0,1,4,5,2012,101,0.98,3,22,5,3
1, , , , , , , , , , , , ,1,7,1,3,2,0,5000,0,2,0,1,3,5,8,0,5,3,4,4,8,0,6,3,5, , , , , , , , , , , , , , , , , ,5,0,1,0,5,0,2,1,3,2,4,9,8,3,3,3,1,1,4,5,8,0,1,1,1,1,5,2007,147,0.99,3,15,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,319,10356,6,5,0,1,6,4,6,0,1,6,1,4,0,0,5,3,2,2,1,3, , , ,8,2,9,9,9,9,9,9,9,9,5,5,0,1,0,2,0,2,5,0,1,0,0,0,3,1,3,1,2,3,5,1,0,4,2,2, ,5,2010,111,1.02,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,324,4485,0,2,0,1,6,2,2,0,1,6,1,3,4,0,6,3,1,2,1,1, , , ,8,2,9,9,9,9,9,9,9,9,4,2,0,1,0,2,0,1,2,4,2,9,4,3,2,1,1,1,2,3,5,4,0,3,3,2, ,5,2011,101,1.02,3,13,5,3
1, , , , , , , , , , , , ,1,8,1,1,1,325,17923,1,5,0,1,3,2,4,0,1,3,2,3,6,0,6,4,2,1,2,0,5,4,6,6,1,3,0,1,1,0,0,1,0,0,6,0,1,0,4,0,5,4,1,2,9,0,0,1,1,1,1,1,4,5,5,0,2,3,1,1,5,2003,125,1.13,3,14,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,319,11605,2,5,0,1,6,2,5,0,2,6,2,3,7,0,6,4,6,3,2,0,4,4,1,2,2,9,9,9,9,9,9,9,9,2,2,0,1,0,3,0,1,2,4,1,0,0,0,3,1,3,1,1,3,5,1,0,2,2,1,1,5,2010,125,1.02,3,21,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,325,23549,3,6,35,1,7,4,8,0,1,6,1,4,10,0,6,2,2,2,2,0,4,2,2,8,2,9,9,9,9,9,9,9,9,1,7,0,1,0,8,6000,1,2,0,2,9,7,2,2,1,1,1,1,4,5,6,0,4,4,2, ,5,2012,124,0.98,3,15,5,3
1, , , , , , , , , , , , ,1,5,1,2,1,315,38788,2,4,0,1,6,5,4,0,4,6,5,2,2,0,1,3,5, , , , , , , , , , , , , , , , , ,6,0,1,0,5,0,2,4,5,2,9,8,6,1,3,3,1,2,9,1,1,0,4,1,1,2,5,2007,101,0.99,3,23,5,3
1, , , , , , , , , , , , ,1,4,1,1,2,0,18000,0,3,0,1,6,3,5,0,1,6,4,3,6,0,6,3,4,2,1,0, , , ,2,2,9,9,9,9,9,9,9,9,0,9,0,7,0,3,0,1,2,4,2,6,4,9,1,1,3,1,1,6,5,8,0,1,2,1,1,5,2009,124,1.02,3,15,5,3
1, , , , , , , , , , , , ,1,4,1,3,1,320,17575,0,6,40,2,6,2,7,0,1,6,0,3,7,0,6,2,2,1,2,0,4,1,0,8,1,1,1,0,0,0,0,0,0,0,5,0,1,0,5,0,2,1,3,2,9,5,0,1,3,3,1,2,6,3,1,0,3,2,2, ,5,2008,101,0.99,3,22,5,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,25000,0,3,0,1,7,5,2,0,3,6,2,5,2,0,6,3,2, , , , , , , , , , , , , , , , , ,6,0,2,0,2,0,1,4,2,1,0,0,0,2,2,2,1,2,4,5,4,0,2,3,2, ,5,2012,111,0.98,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,9500,0,2,0,2,7,2,2,0,1,7,0,3,4,0,6,4,1,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,4,2,0,1,0,2,0,2,1,4,1,0,0,0,2,1,1,1,2,4,4,5,0,4,2,2, ,5,2013,101,0.98,3,13,5,3
1, , , , , , , , , , , , ,1,0,1,0,2,0,17500,0,5,0,2,8,2,2,0,1,8,2,2,4,0,5,3,1,2,1,1, , , ,5,2,9,9,9,9,9,9,9,9,4,5,0,1,0,3,0,1,2,4,1,0,0,0,1,2,1,1,2,7,3,4,0,4,3,1,2,5,2011,111,1.02,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,3,2,0,25000,0,5,0,2,7,6,9,0,1,7,2,6,9,0,5,3,2,4,1,0, , , ,0,2,9,9,9,9,9,9,9,9,0,12,0,0,0,0,0,1,2,0,1,0,0,0,3,3,3,2,1,7,1,0,0,4,0,1,7,5,2012,124,0.98,3,11,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,322,22851,0,1,0,2,8,4,2,0,4,8,2,4,3,0,5,3,1, , , , , , , , , , , , , , , , , ,7,0,1,0,5,0,2,1,4,1,0,0,0,2,1,2,1,2,4,3,3,0,4,2,2, ,5,2011,111,1.02,3,22,5,3
1, , , , , , , , , , , , ,1,7,2, ,2,0,25000,0,6,0,1,8,3,2,0,1,8,3,4,0,0,6,4,1,2,1,1, , , ,1,2,9,9,9,9,9,9,9,9,0,5,0,1,0,4,0,2,5,1,1,0,0,0,2,1,1,1,1,6,4,5,0,3,1,1,1,5,2012,124,0.98,3,12,5,3
1, , , , , , , , , , , , ,1,0,1,0,1,315,1028,7,6,37,1,4,1,3,0,6,4,1,2,5,0,5,5,2, , , , , , , , , , , , , , , , , ,1,0,1,0,2,0,1,0, ,1,0,0,0,2,2,2,1,1,9,2,4,0,4,3,1,7,5,2011,151,1.02,3,13,5,3
1, , , , , , , , , , , , ,1,0,1,3,2,0,50000,0,0,0,1,8,9,6,0,3,7,4,4,5,0,6,2,6, , , , , , , , , , , , , , , , , ,12,0,1,0,5,0,1,2,5,2,9,5,4,2,2,2,1,1,7,3,4,0,4,2,1,1,5,2006,125,0.99,3,12,5,3
1, , , , , , , , , , , , ,1,7,1,3,1,317,31225,0,2,0,1,6,3,5,0,1,6,2,2,5,0,5,3,2,2,2,0,5,5,5,5,2,9,9,9,9,9,9,9,9,5,8,0,1,0,2,0,2,1,4,2,9,7,0,1,1,1,1,1,4,5,4,0,1,2,1,1,5,2006,124,0.99,3,12,5,3
1, , , , , , , , , , , , ,1,0,1,0,2,0,9500,0,2,0,2,4,2,2,0,5,3,3,1,0,0,0,0,0, , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, , ,2,0,0,0,3,3,3,1,2,6,1,4,0,3,2,1,1,5,2013,124,0.98,3,0,5,3
1, , , , , , , , , , , , ,1,6,2, ,2,0,42000,0,3,0,1,4,3,4,0,5,4,2,3,5,0,6,3,4, , , , , , , , , , , , , , , , , ,5,0,1,0,4,0,1,2,4,2,1,2,3,1,1,1,1,2,6,5,6,0,3,2,1,4,5,2003,101,1.13,3,22,5,3
1, , , , , , , , , , , , ,1,8,2, ,2,0,42000,0,1,0,2,3,4,3,0,0,3,1,4,5,0,6,6,2,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,2,0,6,0,1,0,1,2,4,1,0,0,0,3,3,3,1,1,6,1,4,0,0,0,2, ,5,1993,124,1.13,3,0,5,3
1, , , , , , , , , , , , ,1,8,1,3,1,417,60821,5,3,0,1,8,8,8,0,1,8,1,7,5,0,3,2,6,2,1,1, , , ,3,2,9,9,9,9,9,9,9,9,1,5,0,1,0,1,0,1,2,5,1,0,0,0,1,1,1,2,2,3,5,3,0,1,1,2, ,5,2003,101,1.13,3,14,5,3
